'关于印发认真贯彻习近平总书记提出的“严禁三高项目进新疆”指示精神着力推进硅基新材料产业健康发展实施意见的通知',新疆维吾尔自治区人民政府办公厅,2017-07-28,现行有效,地方政府规章及文件
'关于建立自治州推进农村一二三产业融合发展联席会议制度的通知',克孜勒苏柯尔克孜自治州人民政府办公室,2017-07-19,现行有效,地方政府规章及文件
'关于对2017年自治区创新环境(人才、基地)建设专项-科技创新基地建设计划(产业技术创新战略联盟建设)拟补助项目进行公示的通知',新疆维吾尔自治区科学技术厅发展计划处,2017-07-14,现行有效,地方政府规章及文件
'关于对2017年自治区创新环境(人才、基地)建设专项-科技创新基地建设计划(自治区高新技术产业开发区)拟补助项目进行公示的通知',新疆维吾尔自治区科学技术厅发展计划处,2017-07-14,现行有效,地方政府规章及文件
'关于促进自治区煤化工产业绿色可持续发展的指导意见',新疆维吾尔自治区人民政府办公厅,2016-11-22,现行有效,地方政府规章及文件
'关于印发乌鲁木齐市促进服务外包产业发展的实施意见的通知',乌鲁木齐市人民政府办公厅,2016-11-21,现行有效,地方政府规章及文件
'关于转发《建立应急产业重点企业联系制度》的通知',新疆维吾尔自治区经济和信息化委员会,2016-08-05,现行有效,地方政府规章及文件
'关于转发《建立应急产业重点企业联系制度》的通知',新疆维吾尔自治区经济和信息化委员会,2016-08-05,现行有效,地方政府规章及文件
'关于延伸产业链提升价值链工作的指导意见',新疆维吾尔自治区人民政府办公厅,2016-08-03,现行有效,地方政府规章及文件
'关于转发《自治区文化产业发展专项规划(2016—2020年)》的通知',新疆维吾尔自治区人民政府办公厅,2016-07-11,现行有效,地方政府规章及文件
'关于加快发展生产性服务业促进产业结构调整升级的实施意见',新疆维吾尔自治区人民政府,2016-04-11,现行有效,地方政府规章及文件
'转发自治区经信委《关于促进自治区铝加工产业健康发展指导意见》的通知',新疆维吾尔自治区人民政府办公厅,2016-01-12,现行有效,地方政府规章及文件
'关于印发《克州贯彻落实自治区关于推进文化创意和设计服务与相关产业融合发展若干意见的实施方案》的通知',克孜勒苏柯尔克孜自治州人民政府办公室,2015-12-31,现行有效,地方政府规章及文件
'贯彻落实国务院关于推进文化创意和设计服务与相关产业融合发展若干意见的实施意见',新疆维吾尔自治区人民政府,2015-06-05,现行有效,地方政府规章及文件
'关于加快发展体育产业促进体育消费的实施意见',新疆维吾尔自治区人民政府,2015,现行有效,地方政府规章及文件
'转发《商务部关于推动养老服务产业发展的指导意见》的通知',新疆维吾尔自治区商务厅,2014-12-19,现行有效,地方政府规章及文件
'关于修订印发《新疆维吾尔自治区文化产业示范基地管理办法》的通知',新疆维吾尔自治区文化厅,2014-10-27,现行有效,地方政府规章及文件
'关于公布自治区新型工业化产业示范基地(第三批)名单的通知',新疆维吾尔自治区经济和信息化委员会,2014-10-20,现行有效,地方政府规章及文件
'关于金融支持发展纺织服装产业带动就业的意见',新疆维吾尔自治区人民政府办公厅,2014-09-15,现行有效,地方政府规章及文件
'关于印发《关于加快绿色食品产业发展的意见》的通知',新疆维吾尔自治区农业厅;新疆维吾尔自治区林业厅;新疆维吾尔自治区畜牧厅;新疆维吾尔自治区水产局,2014-07-16,现行有效,地方政府规章及文件
'关于印发《新疆绿色食品产业发展规划》的通知',新疆维吾尔自治区农业厅;新疆维吾尔自治区林业厅;新疆维吾尔自治区畜牧厅;新疆维吾尔自治区水产局,2014-07-16,现行有效,地方政府规章及文件
'关于加快肉羊肉牛产业发展的意见',新疆维吾尔自治区人民政府,2013-11-04,现行有效,地方政府规章及文件
'关于印发自治区“十二五”节能环保产业发展实施方案的通知',新疆维吾尔自治区人民政府,2013-04-27,现行有效,地方政府规章及文件
'关于印发2013年自治区农业特色产业专项资金项目申报指南的通知',新疆维吾尔自治区农业厅,2013-04-19,现行有效,地方政府规章及文件
'关于印发乌鲁木齐市文化及相关产业统计调查工作方案的通知',乌鲁木齐市人民政府办公厅,2013-04-17,现行有效,地方政府规章及文件
'关于深化流通体制改革加快流通产业发展的实施意见',新疆维吾尔自治区人民政府,2013-03-31,现行有效,地方政府规章及文件
'关于加快肉牛肉羊产业发展的通知',新疆维吾尔自治区人民政府办公厅,2013-02-28,现行有效,地方政府规章及文件
'关于印发《新疆维吾尔自治区肉羊产业贷款财政贴息资金管理实施细则》的通知',新疆维吾尔自治区财政厅;新疆维吾尔自治区畜牧厅;新疆维吾尔自治区农村信用社联合社,2013-02-06,现行有效,地方政府规章及文件
'转发州发改委《关于自治州贯彻落实支持新疆产业健康发展政策意见》的通知',巴音郭楞蒙古自治州人民政府办公室,2012-08-16,现行有效,地方政府规章及文件
'关于印发2012中国新疆首届葡萄、核桃、红枣产业发展三大高峰论坛筹备方案的通知',新疆维吾尔自治区人民政府办公厅,2012-08-07,已失效,地方政府规章及文件
'关于印发自治州进一步加强产业园区消防安全工作实施方案的通知',昌吉回族自治州人民政府办公室,2012-06-04,现行有效,地方政府规章及文件
'关于加快发展新疆服装产业的意见',新疆维吾尔自治区人民政府,2012-06-01,现行有效,地方政府规章及文件
'关于转发《文化部“十二五”时期文化产业倍增计划》的通知',新疆维吾尔自治区文化厅,2012-04-12,现行有效,地方政府规章及文件
'关于印发《创建新疆自治区新型工业化产业示范基地管理办法》(试行)的通知',新疆维吾尔自治区经济和信息化委员会,2012-04-06,现行有效,地方政府规章及文件
'转发自治区人民政府办公厅《关于印发新疆维吾尔自治区太阳能光伏产业发展规划(2011－2015年)通知》的通知',吐鲁番地区行政公署办公室,2012-03-27,现行有效,地方政府规章及文件
'关于印发新疆维吾尔自治区太阳能光伏产业发展规划(2011—2015年)的通知',新疆维吾尔自治区人民政府办公厅,2012-03-16,现行有效,地方政府规章及文件
'关于印发《克州产业发展差别化政策》的通知',克孜勒苏柯尔克孜自治州人民政府办公室,2012-03-07,现行有效,地方政府规章及文件
'关于印发《新疆维吾尔自治区重点产业紧缺人才专业专项建设经费管理暂行办法》的通知',新疆维吾尔自治区教育厅,2012-02-16,现行有效,地方政府规章及文件
'关于印发《新疆维吾尔自治区文化产业示范基地评选命名管理办法(试行)》和做好首批自治区文化产业示范基地申报工作的通知',新疆维吾尔自治区文化厅,2011-11-14,现行有效,地方政府规章及文件
'关于印发《自治州贯彻落实自治区推进旅游产业跨越式发展意见的意见》目标任务分解方案的通知',昌吉回族自治州人民政府办公室,2011-07-27,现行有效,地方政府规章及文件
'关于印发《新疆维吾尔自治区加快培育和发展战略性新兴产业总体规划纲要(2011-2015年)》的通知',新疆维吾尔自治区人民政府,2011-06-22,现行有效,地方政府规章及文件
'关于印发《新疆工业和信息化领域承接产业转移指导目录(2011年本)》(试行)的通知',新疆维吾尔自治区经济和信息化委员会,2011-04-25,现行有效,地方政府规章及文件
'关于印发《和田地区手工羊毛地毯产业发展规划任务责任分解(2011年-2015年)》的通知',和田地区行政公署办公室,2011-03-15,现行有效,地方政府规章及文件
'关于印发克拉玛依市鼓励投资促进重点产业发展若干政策的通知',克拉玛依市人民政府,2010-12-07,现行有效,地方政府规章及文件
'关于加强资源勘探开发和产业发展环境监督管理的通知',新疆维吾尔自治区环境保护厅,2010-08-31,现行有效,地方政府规章及文件
'关于印发哈密地区产业政策实施目录的通知',哈密地区行政公署,2010-08-05,现行有效,地方政府规章及文件
'关于印发《自治区煤炭产业结构优化升级方案实施办法》的通知',新疆维吾尔自治区人民政府办公厅,2010-07-30,现行有效,地方政府规章及文件
'转发人民银行阿勒泰中心支行《关于促进地区银行卡产业发展指导意见》的通知',阿勒泰地区行政公署办公室,2009-09-21,现行有效,地方政府规章及文件
'关于贯彻自治区人民政府促进自治区煤炭产业结构优化升级工作指导意见的实施意见',吐鲁番地区行政公署办公室,2009-07-22,现行有效,地方政府规章及文件
'关于做好我区煤炭产业结构优化升级工作的通知',塔城地区行政公署办公室,2009-07-22,现行有效,地方政府规章及文件
'转发《博州银行卡产业发展实施意见》的通知',博尔塔拉蒙古自治州人民政府办公室,2009-07-01,现行有效,地方政府规章及文件
'关于促进自治区煤炭产业结构优化升级工作的指导意见',新疆维吾尔自治区人民政府,2009-06-23,现行有效,地方政府规章及文件
'关于进一步促进我区番茄产业健康发展的意见',新疆维吾尔自治区人民政府,2009-06-05,现行有效,地方政府规章及文件
'关于做好农业产业布局规划工作的通知',哈密地区行政公署办公室,2009-03-27,已失效,地方政府规章及文件
'转发《关于当前形势下进一步做好产业政策工作的通知》的通知',新疆维吾尔自治区经济贸易委员会,2009-03-20,现行有效,地方政府规章及文件
'关于印发自治区地州市特色产业公共实训基地建设方案(2009-2011年)的通知',新疆维吾尔自治区人民政府办公厅,2008-12-05,现行有效,地方政府规章及文件
'关于印发《新疆维吾尔自治区鼓励油料产业发展专项资金使用管理暂行办法》的通知',新疆维吾尔自治区财政厅,2008-10-30,现行有效,地方政府规章及文件
'关于印发乌鲁木齐市产业投资导向目录的通知',乌鲁木齐市人民政府办公厅,2008-07-28,现行有效,地方政府规章及文件
'关于印发《2008年新疆扶持生猪产业发展财政专项申报指南》的通知',新疆维吾尔自治区畜牧厅,2008-05-16,现行有效,地方政府规章及文件
'乌鲁木齐市人民政府办公厅关于新市区与高新技术产业开发区环境卫生管理工作的通知',乌鲁木齐市人民政府办公厅,2007-10-30,现行有效,地方政府规章及文件
'关于启用建筑业和销售不动产业发票开票软件的通知',新疆维吾尔自治区地方税务局,2007-09-29,现行有效,地方政府规章及文件
'新疆维吾尔自治区人民政府关于加快生猪产业发展的意见',新疆维吾尔自治区人民政府,2007-09-11,现行有效,地方政府规章及文件
'关于印发自治州2007年第三产业目标任务的通知',昌吉回族自治州人民政府办公室,2007-06-25,已失效,地方政府规章及文件
'昌吉回族自治州人民政府办公室关于印发自治州2007年旅游产业发展目标任务的通知',昌吉回族自治州人民政府办公室,2007-04-27,现行有效,地方政府规章及文件
'新疆维吾尔自治区人民政府办公厅关于印发新疆维吾尔自治区信息产业厅职能配置、内设机构和人员编制规定的通知',新疆维吾尔自治区人民政府办公厅,2007-03-19,现行有效,地方政府规章及文件
'新疆维吾尔自治区人民政府关于批转自治区促进产业结构调整实施意见的通知',新疆维吾尔自治区人民政府,2006-11-21,现行有效,地方政府规章及文件
'关于转发《国务院及国家发改委等部门有关产业政策文件》的通知',新疆维吾尔自治区环境保护局,2006-07-03,现行有效,地方政府规章及文件
'乌鲁木齐市人民政府关于新市区高新技术产业开发区部分道路命名的通告',乌鲁木齐市人民政府,2006-05-09,现行有效,地方政府规章及文件
'关于印发自治州2006年第三产业目标任务的通知',昌吉回族自治州人民政府办公室,2006-03-23,已失效,地方政府规章及文件
