'昆山深化两岸产业合作试验区条例',江苏省人民代表大会常务委员会,2020-11-27,现行有效,地方性法规及文件
'苏州市人民代表大会常务委员会关于修改《苏州国家高新技术产业开发区条例》的决定',苏州市人民代表大会常务委员会,2011-01-28,现行有效,地方性法规及文件
'苏州国家高新技术产业开发区条例',苏州市人民代表大会常务委员会,2011-01-28,现行有效,地方性法规及文件
'江苏省软件产业促进条例',江苏省人民代表大会常务委员会,2007-05-30,现行有效,地方性法规及文件
'关于印发《六合现代农业产业园区(竹镇镇)领导干部谈心谈话办法》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-05-04,现行有效,团体规定
'关于印发《六合现代农业产业园区(竹镇镇)党政联席会议议事规则》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,团体规定
'关于印发《六合现代农业产业园区(竹镇镇)“三重一大”事项议事规则》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,团体规定
'关于印发《六合现代农业产业园区(竹镇镇)主任(镇长)办公(扩大)会议事规则(试行)》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,团体规定
'关于印发《江北新区(自贸区)促进区块链产业发展若干政策措施》的通知',南京市江北新区管理委员会,2020-05-30,现行有效,地方政府规章及文件
'省人力资源社会保障厅关于开展化工产业保留生产企业依法用工专项行动的通知',江苏省人力资源和社会保障厅,2020-04-10,现行有效,地方政府规章及文件
'关于印发《中国(江苏)自由贸易试验区连云港片区产业发展资金管理办法》等政策的通知',中国（江苏）自由贸易试验区连云港片区工作领导小组办公室;中国（江苏）自由贸易试验区连云港片区管理委员会,2020-04-02,现行有效,地方政府规章及文件
'省政府关于促进乡村产业振兴推动农村一二三产业融合发展走在前列的意见',江苏省人民政府,2020-02-24,现行有效,地方政府规章及文件
'南京江北新区关于进一步深化绿色金融创新促进绿色产业高质量发展的实施意见(试行)',南京市江北新区管理委员会财政局,2020,现行有效,地方政府规章及文件
'市政府关于进一步完善徐州市产业发展基金运作管理机制的通知',徐州市人民政府,2019-10-17,现行有效,地方政府规章及文件
'省政府办公厅关于稳定生猪生产保障市场供应推动生猪产业高质量发展的实施意见',江苏省人民政府办公厅,2019-10-02,现行有效,地方政府规章及文件
'市政府办公室关于印发支持徐州市循环经济产业园建设发展优惠政策的通知',徐州市人民政府办公室,2019-08-28,现行有效,地方政府规章及文件
'市政府办公室关于印发徐州市促进安全产业发展实施方案的通知',徐州市人民政府办公室,2019-05-21,现行有效,地方政府规章及文件
'省政府办公厅关于推进农业高新技术产业示范区建设发展的实施意见',江苏省人民政府办公厅,2019-04-28,现行有效,地方政府规章及文件
'市政府办公室关于印发《2018年秋收秋种和2019年农业产业结构调整指导意见》的通知',徐州市人民政府办公室,2018-09-28,现行有效,地方政府规章及文件
'省政府办公厅印发关于促进科技与产业融合加快科技成果转化实施方案的通知',江苏省人民政府办公厅,2018-08-24,现行有效,地方政府规章及文件
'清丰县人民政府关于印发清丰县加快推进红薯产业发展实施意见的通知',濮阳市清丰县人民政府,2018-04-20,现行有效,地方政府规章及文件
'市政府关于印发《加快农业产业集群建设提升全市农业市场化水平实施方案》的通知',徐州市人民政府,2018-03-15,现行有效,地方政府规章及文件
'徐州市人民政府关于加快发展体育产业促进体育消费的实施意见',徐州市人民政府,2018-02-13,现行有效,地方政府规章及文件
'市政府办公室关于调整徐州市循环经济产业园区建设工作领导小组的通知',徐州市人民政府办公室,2017-08-31,现行有效,地方政府规章及文件
'镇江市人民政府关于印发镇江市重点产业链优化培育工作实施意见(2017—2019年)的通知',镇江市人民政府,2017-07-27,现行有效,地方政府规章及文件
'市政府办公室关于加快推进建筑产业现代化促进建筑产业转型升级的补充通知',徐州市人民政府办公室,2017-05-31,现行有效,地方政府规章及文件
'市政府办公室关于印发《徐州市建筑产业现代化“十三五”发展规划》的通知',徐州市人民政府办公室,2017-05-18,现行有效,地方政府规章及文件
'关于发布《江苏省高新技术产业统计分类目录》(2016年修订)的通知',江苏省科学技术厅;江苏省统计局,2017-01-24,现行有效,地方政府规章及文件
'关于公布江苏省第四批产业教授(兼职)名单的通知',江苏省人才工作领导小组办公室;江苏省教育厅;江苏省人力资源和社会保障厅;江苏省财政厅,2017-01-09,现行有效,地方政府规章及文件
'省人力资源社会保障厅关于同意筹建“江苏南通苏通人力资源服务产业园”的复函',江苏省人力资源和社会保障厅,2016-12-29,现行有效,地方政府规章及文件
'省人力资源社会保障厅关于同意在徐州高新技术产业开发区管理委员会等十三家区域类博士后创新实践基地增设25个分站的通知',江苏省人力资源和社会保障厅,2016-12-28,现行有效,地方政府规章及文件
'镇江市人民政府办公室关于印发镇江市贯彻落实《省政府关于加快推进产业科技创新中心和创新型省份建设若干政策措施》目标责任分解的通知',镇江市人民政府办公室,2016-12-27,现行有效,地方政府规章及文件
'镇江市人民政府办公室关于加快农业产业结构调整的指导意见',镇江市人民政府办公室,2016-10-20,现行有效,地方政府规章及文件
'市政府关于印发徐州市加快推进建筑产业现代化、促进建筑产业转型升级的实施意见的通知',徐州市人民政府,2016-06-23,现行有效,地方政府规章及文件
'市政府办公室关于推进供给侧结构性改革支持产业发展用地的意见',徐州市人民政府办公室,2016-06-23,现行有效,地方政府规章及文件
'镇江市人民政府办公室关于印发镇江市新材料产业发展三年行动计划(2016-2018)的通知',镇江市人民政府办公室,2015-12-16,现行有效,地方政府规章及文件
'市政府办公室关于印发市推进战略性新兴产业发展工作领导小组成员单位及办公室工作职责的通知',徐州市人民政府办公室,2015-09-28,现行有效,地方政府规章及文件
'市政府关于加快推进电子商务产业发展的意见',徐州市人民政府,2014-10-22,现行有效,地方政府规章及文件
'市政府办公室关于印发徐州工业职业技术学院大学科技园(淮海文化科技产业园)优惠政策(试行)的通知',徐州市人民政府办公室,2013-01-30,现行有效,地方政府规章及文件
'市政府关于进一步加强市区建筑、房地产业税收管理工作的通知',徐州市人民政府,2010-08-20,现行有效,地方政府规章及文件
'市政府办公室关于印发徐州市战略性新兴产业发展专项引导资金管理暂行办法的通知',徐州市人民政府办公室,2010-07-10,现行有效,地方政府规章及文件
'市政府关于印发徐州市物联网产业发展规划纲要的通知',徐州市人民政府,2010-03-29,现行有效,地方政府规章及文件
'省教育厅关于印发贯彻落实省政府加快推进产业科技创新中心和创新型省份建设若干政策措施实施细则的通知',江苏省教育厅,2016-09-30,现行有效,地方政府规章及文件
'省人力资源和社会保障厅关于印发贯彻落实省政府关于加快推进产业科技创新中心和创新型省份建设若干政策措施实施细则的通知',江苏省人力资源和社会保障厅,2016-09-30,现行有效,地方政府规章及文件
'关于印发《省科技厅贯彻落实省政府关于加快推进产业科技创新中心和创新型省份建设若干政策措施的实施细则》的通知',江苏省科学技术厅,2016-09-30,现行有效,地方政府规章及文件
'市政府关于印发关于加快推进建筑产业现代化发展的实施意见的通知',苏州市人民政府,2016-08-11,现行有效,地方政府规章及文件
'市政府办公室关于印发徐州市产业发展基金管理办法的通知',徐州市人民政府办公室,2016-08-05,现行有效,地方政府规章及文件
'市政府办公室关于印发徐州市产业发展基金管理办法的通知',徐州市人民政府办公室,2016-08-05,现行有效,地方政府规章及文件
'关于印发《江苏省高新技术产业开发区知识产权试点示范园区建设管理办法》的通知',江苏省科学技术厅;江苏省知识产权局,2016-07-26,现行有效,地方政府规章及文件
'市政府关于加快发展体育产业促进体育消费的实施意见',苏州市人民政府,2016-05-24,现行有效,地方政府规章及文件
'关于加强高新技术产业开发区安全生产工作的通知',江苏省科学技术厅,2016-04-29,现行有效,地方政府规章及文件
'市政府印发关于推进软件和集成电路产业发展的若干政策的通知',苏州市人民政府,2016-03-07,现行有效,地方政府规章及文件
'市政府办公室关于实施2016年文化产业项目的通知',徐州市人民政府办公室,2016-03-04,现行有效,地方政府规章及文件
'关于发布2015年江苏省高新技术产业主要数据统计公报的通知',江苏省科学技术厅;江苏省统计局,2016-01-27,现行有效,地方政府规章及文件
'市政府办公室印发关于建设全市战略性新兴产业成长型中小企业库的意见的通知',徐州市人民政府办公室,2016-01-21,现行有效,地方政府规章及文件
'关于印发《江苏省体育产业发展专项资金使用管理办法》的通知',江苏省财政厅,2016,现行有效,地方政府规章及文件
'江苏省发展改革委、江苏省经济和信息化委关于印发江苏省石化产业规划布局方案的通知',江苏省发展和改革委员会;江苏省经济和信息化委员会,2015-12-25,现行有效,地方政府规章及文件
'省政府办公厅转发省经济和信息化委、省发展改革委《江苏省工业和信息产业结构调整限制、淘汰目录和能耗限额》的通知',江苏省人民政府办公厅,2015-11-23,现行有效,地方政府规章及文件
'关于提升特色产业集群竞争力的指导意见',江苏省经济和信息化委员会,2015-09-30,现行有效,地方政府规章及文件
'市政府印发关于进一步加快文化创意产业发展的若干政策意见的通知',苏州市人民政府,2015-07-27,已失效,地方政府规章及文件
'市政府办公室关于印发徐州市产业发展基金管理暂行办法和徐州市产业发展基金设立产业子基金管理暂行办法的通知',徐州市人民政府办公室,2015-07-13,现行有效,地方政府规章及文件
'省政府关于加快全省集成电路产业发展的意见',江苏省人民政府,2015-06-12,现行有效,地方政府规章及文件
'省政府关于加快发展体育产业促进体育消费的实施意见',江苏省人民政府,2015-06-09,现行有效,地方政府规章及文件
'市政府关于加快生产性服务业互联网平台经济发展促进产业结构调整升级的实施意见',徐州市人民政府,2015-06-03,现行有效,地方政府规章及文件
'省政府办公厅关于加快木本油料产业发展的实施意见',江苏省人民政府办公厅,2015-05-25,现行有效,地方政府规章及文件
'省政府办公厅关于支持江苏省产业技术研究院改革发展若干政策措施的通知',江苏省人民政府办公厅,2015-05-17,现行有效,地方政府规章及文件
'市政府印发《关于加快发展生产性服务业促进产业结构调整升级的实施方案》的通知',南京市人民政府,2015-05-14,现行有效,地方政府规章及文件
'关于印发《六合现代农业产业园区(竹镇镇)领导干部谈心谈话办法》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-05-04,现行有效,地方政府规章及文件
'市政府办公室关于实施2015年文化产业项目的通知',徐州市人民政府办公室,2015-04-29,现行有效,地方政府规章及文件
'关于下达2015年省级现代农业产业(新型农业经营主体培育)专项实施指导意见和资金计划的通知',江苏省农业委员会;江苏省财政厅,2015-04-27,现行有效,地方政府规章及文件
'市政府办公室转发市财政局《关于做好2015年市科技创新与产业升级引导资金管理工作意见》的通知',无锡市人民政府办公室,2015-04-20,现行有效,地方政府规章及文件
'市政府关于促进苏州光伏产业持续健康发展的若干意见',苏州市人民政府,2015-04-17,现行有效,地方政府规章及文件
'省政府关于加快发展生产性服务业促进产业结构调整升级的实施意见',江苏省人民政府,2015-04-11,现行有效,地方政府规章及文件
'市政府办公室关于印发无锡市产业引导股权投资基金管理暂行办法的通知',无锡市人民政府办公室,2015-04-10,现行有效,地方政府规章及文件
'省政府关于加快提升文化创意和设计服务产业发展水平的意见',江苏省人民政府,2015-04-07,现行有效,地方政府规章及文件
'关于印发《六合现代农业产业园区(竹镇镇)党政联席会议议事规则》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,地方政府规章及文件
'关于印发《六合现代农业产业园区(竹镇镇)“三重一大”事项议事规则》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,地方政府规章及文件
'关于印发《六合现代农业产业园区(竹镇镇)主任(镇长)办公(扩大)会议事规则(试行)》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,地方政府规章及文件
'市政府办公室关于转发市经信委等部门关于《加快推进半导体照明产业发展意见》的通知',无锡市人民政府办公室,2015-02-02,现行有效,地方政府规章及文件
'关于加快养老服务产业发展的若干意见',江苏省民政厅,2015-01-29,现行有效,地方政府规章及文件
'关于转发财政局《关于明确求雨山文化创意产业园财政管理体制的意见》的通知',南京市浦口区人民政府办公室,2015-01-23,现行有效,地方政府规章及文件
'市政府关于命名苏州市首批产业集群品牌培育基地的通知',苏州市人民政府,2014-12-17,现行有效,地方政府规章及文件
'江苏省财政厅、江苏省经济和信息化委员会关于印发《江苏省省级工业和信息产业转型升级专项资金管理办法》的通知',江苏省财政厅;江苏省经济和信息化委员会,2014-12-04,现行有效,地方政府规章及文件
'省政府关于加快推进建筑产业现代化促进建筑产业转型升级的意见',江苏省人民政府,2014-10-31,现行有效,地方政府规章及文件
'省政府办公厅关于促进地理信息产业发展的实施意见',江苏省人民政府办公厅,2014-10-22,现行有效,地方政府规章及文件
'镇江市人民政府办公室关于探索产业“三集”园区市场化运作的指导意见(试行)',镇江市人民政府办公室,2014-09-27,现行有效,地方政府规章及文件
'镇江市人民政府办公室关于全市产业“三集”发展督查工作的实施意见',镇江市人民政府办公室,2014-09-17,现行有效,地方政府规章及文件
'市政府办公室关于印发2014－2015年全市推进龙头企业特色企业产业链关键企业培育工作计划的通知',宿迁市人民政府办公室,2014-09-10,现行有效,地方政府规章及文件
'市政府印发关于进一步扶持绿色建材产业加快发展若干政策的通知',宿迁市人民政府,2014-09-02,现行有效,地方政府规章及文件
'市政府办公室关于以“四个一”建设为重点加快特色产业基地提档升级的意见',南通市人民政府办公室,2014-08-19,现行有效,地方政府规章及文件
'镇江市人民政府办公室关于加强技能人才队伍建设促进产业转型升级的实施意见',镇江市人民政府办公室,2014-08-01,现行有效,地方政府规章及文件
'市政府办公室关于印发无锡市加快推进电子商务产业发展的政策意见的通知',无锡市人民政府办公室,2014-07-29,已失效,地方政府规章及文件
'南京市人民政府关于促进社会培训产业健康发展的若干意见',南京市人民政府,2014-06-16,现行有效,地方政府规章及文件
'市政府办公室关于印发宿迁市绿色建材产业工作行动计划(2014—2016年)的通知',宿迁市人民政府办公室,2014-05-28,现行有效,地方政府规章及文件
'镇江市人民政府办公室关于印发2014年度全市产业招商活动方案的通知',镇江市人民政府办公室,2014-05-26,现行有效,地方政府规章及文件
'市政府关于印发连云港市加快发展节能环保产业实施方案的通知',连云港市人民政府,2014-05-22,现行有效,地方政府规章及文件
'市政府办公室关于2014年新兴产业发展工作的意见',扬州市人民政府办公室,2014-04-24,现行有效,地方政府规章及文件
'镇江市人民政府办公室关于印发镇江市工业产业链发展行动计划(2014-2016)的通知',镇江市人民政府办公室,2014-04-23,现行有效,地方政府规章及文件
'省政府办公厅关于加强技能人才队伍建设促进产业转型升级的意见',江苏省人民政府办公厅,2014-04-22,现行有效,地方政府规章及文件
'市政府关于印发宿迁市市级产业发展引导资金管理暂行办法的通知',宿迁市人民政府,2014-04-21,现行有效,地方政府规章及文件
'镇江市人民政府办公室转发市政协“关于《整治化工产业促其转型升级》等提案的摘报”的通知',镇江市人民政府办公室,2014-04-03,现行有效,地方政府规章及文件
'市政府办公室关于加快推进省级现代农(渔)业产业园区建设的意见',宿迁市人民政府办公室,2014-03-31,现行有效,地方政府规章及文件
'市住房城乡建设局关于转发《省住房城乡建设厅关于对江苏中南建筑产业集团有限责任公司生产安全事故情况的通报》的通知',苏州市住房和城乡建设局,2014-03-25,现行有效,地方政府规章及文件
'市政府办公室关于转发市粮食局《2014年全市芋头产业发展工作意见》的通知',泰州市人民政府办公室,2014-03-24,现行有效,地方政府规章及文件
'市政府关于印发南京市2014年工业产业升级重点投资项目的通知',南京市人民政府,2014-03-20,现行有效,地方政府规章及文件
'市政府关于印发南通市化工产业环保准入指导意见的通知',南通市人民政府,2014-03-14,现行有效,地方政府规章及文件
'省政府办公厅关于公布江苏省现代农业(渔业)产业园区名单的通知',江苏省人民政府办公厅,2014-03-14,现行有效,地方政府规章及文件
'区政府关于印发幕府山新产业区发展实施意见的通知',南京市鼓楼区人民政府,2014-03-08,现行有效,地方政府规章及文件
'镇江市人民政府关于加快文化产业园区建设的意见',镇江市人民政府,2014-03-02,现行有效,地方政府规章及文件
'市政府关于印发南京市生物农业产业推进方案的通知',南京市人民政府,2014-02-28,现行有效,地方政府规章及文件
'市政府印发关于进一步推进战略性新兴产业发展的实施意见的通知',无锡市人民政府,2014-02-20,现行有效,地方政府规章及文件
'市政府办公室关于印发大力实施商标战略促进产业转型升级意见的通知',常州市人民政府办公室,2014-02-17,现行有效,地方政府规章及文件
'市政府办公室关于公布第二批宿迁市中小企业产业集聚示范区名单的通知',宿迁市人民政府办公室,2014-01-29,现行有效,地方政府规章及文件
'市政府办公室关于转发市经信委《南通市新能源汽车产业发展规划纲要(2014~2017)》的通知',南通市人民政府办公室,2014-01-27,现行有效,地方政府规章及文件
'江苏省国家战略性新兴产业区域集聚发展试点风险补偿金管理暂行办法',江苏省财政厅,2014,现行有效,地方政府规章及文件
'市政府关于扶持发展扬州非物质文化遗产产业的意见',扬州市人民政府,2013-12-31,现行有效,地方政府规章及文件
'市政府关于命名第三批南通市新型工业化特色产业基地的决定',南通市人民政府,2013-12-25,现行有效,地方政府规章及文件
'市政府办公室关于转发市文广新局等部门《无锡市文化产业绩效考核奖励办法》的通知',无锡市人民政府办公室,2013-12-24,现行有效,地方政府规章及文件
'市政府办公室关于印发泰州市产业结构调整指导目录(2013年本)的通知',泰州市人民政府办公室,2013-12-16,现行有效,地方政府规章及文件
'市政府关于加快发展体育产业的实施意见',南京市人民政府,2013-12-16,现行有效,地方政府规章及文件
'市政府办公室关于印发《关于推进十大产业链建设加快发展战略性新兴产业的工作方案》的通知',常州市人民政府办公室,2013-12-04,现行有效,地方政府规章及文件
'市政府办公室关于印发常州市传统优势产业转型升级“双百”行动计划工作方案的通知',常州市人民政府办公室,2013-12-04,现行有效,地方政府规章及文件
'市政府关于促进宿迁市光电产业集聚区发展的意见',宿迁市人民政府,2013-11-29,现行有效,地方政府规章及文件
'省政府关于加快发展节能环保产业的实施意见',江苏省人民政府,2013-11-26,现行有效,地方政府规章及文件
'市政府办公室关于公布第三批常州市现代农业产业园区名单的通知',常州市人民政府办公室,2013-11-22,现行有效,地方政府规章及文件
'省政府关于印发江苏省加快船舶产业转型升级与海洋工程装备发展三年(2013－2015年)工作方案的通知',江苏省人民政府,2013-11-21,现行有效,地方政府规章及文件
'市政府关于促进信息消费加快信息产业发展的实施意见',南京市人民政府,2013-11-08,现行有效,地方政府规章及文件
'市政府办公室关于加快石港科技产业园发展的意见',南通市人民政府办公室,2013-11-05,现行有效,地方政府规章及文件
'市政府关于积极培育市场需求促进市区房地产业持续健康发展的意见',扬州市人民政府,2013-10-31,现行有效,地方政府规章及文件
'关于印发《落实“振兴丝绸产业专项导向资金”的政策意见》的通知',苏州市经济和信息化委员会;苏州市财政局,2013-10-28,现行有效,地方政府规章及文件
'市政府关于印发宿迁市加快发展绿色建材产业实施意见的通知',宿迁市人民政府,2013-10-15,现行有效,地方政府规章及文件
'市政府办公室关于促进全市肉鸡产业健康发展的通知',宿迁市人民政府办公室,2013-10-11,现行有效,地方政府规章及文件
'清丰县人民政府关于批转《清丰县优化产业集聚区发展环境专项监督检查工作方案》的通知',濮阳市清丰县人民政府,2013-09-24,已失效,地方政府规章及文件
'市政府关于印发无锡市加快科技金融合作创新促进产业转型发展意见的通知',无锡市人民政府,2013-08-20,现行有效,地方政府规章及文件
'泰州市政府办公室关于公布首批泰州市市级现代农业产业园区的通知',泰州市人民政府办公室,2013-08-02,现行有效,地方政府规章及文件
'关于促进我省铅蓄电池和再生铅产业规范发展的意见',江苏省经济和信息化委员会;江苏省环境保护厅;江苏省商务厅;江苏省发展和改革委员会;江苏省财政厅,2013-07-23,现行有效,地方政府规章及文件
'市政府办公室关于推进中小企业产业集聚区建设提档升级的意见',宿迁市人民政府办公室,2013-07-17,现行有效,地方政府规章及文件
'市政府办公室关于建立“7+3”现代服务业重点产业统计制度的通知',南通市人民政府办公室,2013-07-09,现行有效,地方政府规章及文件
'市政府办公室关于印发《南通市南美白对虾产业发展规划(2013~2020)》的通知',南通市人民政府办公室,2013-07-05,现行有效,地方政府规章及文件
'市政府关于印发无锡市微电子产业规划(2013—2020)的通知',无锡市人民政府,2013-07-04,现行有效,地方政府规章及文件
'市政府关于推进机械装备产业加快发展的实施意见',扬州市人民政府,2013-07-03,现行有效,地方政府规章及文件
