'杭州大江东产业集聚区管理条例',杭州市人民代表大会常务委员会,2017-04-07,现行有效,地方性法规及文件
'宁波国家高新技术产业开发区条例',宁波市人民代表大会常务委员会,2009-06-11,现行有效,地方性法规及文件
'关于加快医药产业发展的实施意见',中共台州市委,2015,现行有效,团体规定
'中共江北区经济和信息化委员会关于在党的群众路线教育实践活动中开展“产业转型升级促发展”、“企业扭亏增效重质量”行动的实施意见',中共重庆市江北区经济和信息化委员会,2014-03-27,现行有效,团体规定
'省发展改革委、省自然资源厅关于印发《浙江省重大产业项目申报及奖励管理办法》的通知',浙江省发展和改革委员会;浙江省自然资源厅,2020-12-31,现行有效,地方政府规章及文件
'省发展改革委、省经信厅、省生态环境厅、省应急管理厅关于印发加快推进浙江省长江经济带化工产业污染防治与绿色发展工作方案的通知',浙江省发展和改革委员会;浙江省经济和信息化厅;浙江省生态环境厅;浙江省应急管理厅,2020-09-18,现行有效,地方政府规章及文件
'浙江省人力资源和社会保障厅关于印发《浙江省省级人力资源服务产业园创建和评估办法(试行)》的通知',浙江省人力资源和社会保障厅,2020-09-07,现行有效,地方政府规章及文件
'浙江省人民政府关于印发浙江省实施制造业产业基础再造和产业链提升工程行动方案(2020—2025年)的通知',浙江省人民政府,2020-08-17,现行有效,地方政府规章及文件
'浙江省人民政府关于支持中国(浙江)自由贸易试验区油气全产业链开放发展的实施意见',浙江省人民政府,2020-07-15,现行有效,地方政府规章及文件
'浙江省林业局等8部门关于加快推进竹产业高质量发展的意见',浙江省林业局;浙江省发展和改革委员会;浙江省经济和信息化厅;浙江省科学技术厅;浙江省财政厅;浙江省自然资源厅;浙江省生态环境厅;浙江省交通运输厅,2020-06-29,现行有效,地方政府规章及文件
'省发展改革委关于印发嵊州省级高新技术产业园区增量配电网建设发展规划(2019-2025年)的通知',浙江省发展和改革委员会,2020-05-06,现行有效,地方政府规章及文件
'省发展改革委关于印发舟山市六横镇小郭巨临港产业园增量配电网建设发展规划(2019-2025年)的通知',浙江省发展和改革委员会,2020-05-06,现行有效,地方政府规章及文件
'关于加快发展康复辅助器具产业的实施意见',浙江省民政厅;浙江省发展和改革委员会;浙江省经济和信息化厅;浙江省教育厅;浙江省科学技术厅;浙江省财政厅;浙江省人力资源和社会保障厅;浙江省自然资源厅;浙江省住房和城乡建设厅;浙江省商务厅;浙江省卫生健康委员会;浙江省市场监督管理局;浙江省残疾人联合会;中国人民银行杭州中心支行;国家税务总局浙江省税务局;中国银行保险监督管理委员会浙江监管局,2020-01-20,现行有效,地方政府规章及文件
'浙江省人民政府关于加快推进5G产业发展的实施意见',浙江省人民政府,2019-04-24,现行有效,地方政府规章及文件
'金华市人民政府办公室关于大力推进粮食产业经济发展的实施意见',金华市人民政府办公室,2019-02-21,现行有效,地方政府规章及文件
'象山区人民政府办公室关于印发象山区健康旅游产业发展规划(2017-2025年)的通知',桂林市象山区人民政府办公室,2018-10-30,现行有效,地方政府规章及文件
'三门峡市人民政府印发关于鼓励、扶持市区工业企业搬迁至产业聚集区的实施意见',三门峡市人民政府,2018-10-18,现行有效,地方政府规章及文件
'关于印发金华市产业创新服务综合体建设行动计划(2018—2020年)的通知',金华市人民政府办公室,2018-10-12,现行有效,地方政府规章及文件
'省发展改革委关于印发《浙江省产业链精准招商工作指导意见(试行)》的通知',浙江省发展和改革委员会,2018-07-25,现行有效,地方政府规章及文件
'杭州市下城区人民政府关于促进村级股份经济合作社产业转型升级的实施意见',杭州市下城区人民政府,2018-05-30,现行有效,地方政府规章及文件
'杭州市下城区人民政府关于促进“5+1”产业发展的实施意见',杭州市下城区人民政府,2018-05-30,现行有效,地方政府规章及文件
'浙江统计局、浙江省科技厅关于印发《浙江省高新技术产业(制造业)统计分类目录(2018)》的通知',浙江省统计局;浙江省科学技术厅,2018-05-17,现行有效,地方政府规章及文件
'杭州市下城区人民政府关于打造电竞数娱小镇促进产业集聚发展的实施意见(试行)',杭州市下城区人民政府,2018-04-09,现行有效,地方政府规章及文件
'浙江省人民政府办公厅关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',浙江省人民政府办公厅,2018-04-02,现行有效,地方政府规章及文件
'浙江省人民政府办公厅关于加快军民融合产业发展的实施意见',浙江省人民政府办公厅,2018-03-20,现行有效,地方政府规章及文件
'三门峡市人民政府办公室关于三门峡市现代物流重点产业转型发展的实施意见',三门峡市人民政府办公室,2018-01-20,现行有效,地方政府规章及文件
'温州市人民政府办公室转发市财政局《关于实施温州市政府产业基金财政鼓励政策意见》的通知',温州市人民政府办公室,2017-12-27,现行有效,地方政府规章及文件
'浙江省人民政府办公厅关于加快集成电路产业发展的实施意见',浙江省人民政府办公厅,2017-12-21,现行有效,地方政府规章及文件
'温州市人民政府办公室关于加快推进森林康养产业发展的意见',温州市人民政府办公室,2017-11-09,现行有效,地方政府规章及文件
'杭州市下城区人民政府办公室关于印发《下城区统筹使用省软件和信息服务产业示范基地建设资金管理办法》的通知',杭州市下城区人民政府办公室,2017-10-23,现行有效,地方政府规章及文件
'浙江省科技体制改革和创新体系建设领导小组办公室关于印发《浙江省产业创新服务综合体建设导则》的通知',浙江省科技体制改革和创新体系建设领导小组办公室,2017-10-19,现行有效,地方政府规章及文件
'浙江省科学技术厅关于公布2017年第一批浙江省高新技术产业投资高可靠性供电费用优惠项目名单的通知',浙江省科学技术厅,2017-10-09,现行有效,地方政府规章及文件
'浙江省农业厅关于印发浙江省粮油、蔬菜、食用菌产业技术项目实施方案(2017-2019年)的通知',浙江省农业厅,2017-09-12,现行有效,地方政府规章及文件
'浙江省科学技术厅、浙江省统计局关于印发《浙江省高新技术产业园区评价办法》的通知',浙江省科学技术厅;浙江省统计局,2017-09-11,现行有效,地方政府规章及文件
'省发展改革委关于将省重大产业项目纳入浙江省投资项目信息管理系统监管有关事项的通知',浙江省发展和改革委员会,2017-08-25,现行有效,地方政府规章及文件
'中国(浙江)自由贸易试验区管委会关于印发《中国(浙江)自由贸易试验区重点产业培育和扶持暂行办法》的通知',中国（浙江）自由贸易试验区管理委员会,2017-08-03,现行有效,地方政府规章及文件
'省发展改革委、省国土资源厅关于印发2017年浙江省重大产业项目名单(第一批)的通知',浙江省发展和改革委员会;浙江省国土资源厅,2017-07-17,现行有效,地方政府规章及文件
'省发展改革委、省国土资源厅关于印发2017年浙江省重大产业项目第一批预选项目名单的通知',浙江省发展和改革委员会;浙江省国土资源厅,2017-07-17,现行有效,地方政府规章及文件
'省发展改革委、省财政厅、省建设厅关于印发《浙江省静脉产业基地建设行动计划》的通知',浙江省发展和改革委员会;浙江省财政厅;浙江省住房和城乡建设厅,2017-07-14,现行有效,地方政府规章及文件
'省发展改革委、省国土资源厅关于抓紧做好2017年新增省重大产业项目(第二批)申报工作的通知',浙江省发展和改革委员会;浙江省国土资源厅,2017-06-22,现行有效,地方政府规章及文件
'转发国家发展改革委办公厅关于印发《政府出资产业投资基金信用信息登记指引(试行)》的通知',浙江省发展和改革委员会,2017-04-18,现行有效,地方政府规章及文件
'三门峡市人民政府办公室关于三门峡市加快精密量仪产业发展的意见',三门峡市人民政府办公室,2017-03-22,现行有效,地方政府规章及文件
'省发展改革委、省经信委关于印发《义甬舟开放大通道建设产业发展行动方案》的通知',浙江省发展和改革委员会;浙江省经济和信息化委员会,2017-03-22,现行有效,地方政府规章及文件
'浙江省农业厅关于加强农产品地理标志登记保护与产业培育工作的通知',浙江省农业厅,2017-03-09,现行有效,地方政府规章及文件
'三门峡市人民政府办公室关于加强产业集聚区安全生产工作的通知',三门峡市人民政府办公室,2017-02-27,现行有效,地方政府规章及文件
'浙江省科学技术厅、浙江省发展和改革委员会关于转发《科技部创新发展司、国家发展改革委高技术产业司关于进一步做好2017年创新型城市建设有关工作的通知》的通知',浙江省科学技术厅;浙江省发展和改革委员会,2017-02-13,现行有效,地方政府规章及文件
'转发国家发展改革委关于印发《政府出资产业投资基金管理暂行办法》的通知',浙江省发展和改革委员会,2017-02-10,现行有效,地方政府规章及文件
'省发展改革委、省国土资源厅关于做好省重大产业项目2017年度推进计划编制工作的通知',浙江省发展和改革委员会;浙江省国土资源厅,2017-02-07,现行有效,地方政府规章及文件
'转发《国家发展改革委关于浙江省温州民科产业基地开发有限公司发行公司债券核准批复》的通知',浙江省发展和改革委员会,2017-01-13,现行有效,地方政府规章及文件
'浙江省粮食安全和推进农业现代化工作协调小组农业产业化办公室关于认定2016年全省示范性农业全产业链的通知',浙江省粮食安全和推进农业现代化工作协调小组农业产业化办公室,2016-12-30,现行有效,地方政府规章及文件
'省发展改革委、省国土资源厅关于印发2016年浙江省重大产业项目名单(第二批)的通知',浙江省发展和改革委员会;浙江省国土资源厅,2016-12-30,现行有效,地方政府规章及文件
'省发展改革委、省国土资源厅关于印发2016年度第二批新增浙江省重大产业预选项目名单的通知',浙江省发展和改革委员会;浙江省国土资源厅,2016-12-30,现行有效,地方政府规章及文件
'关于加快培育现代产业体系打造先进制造业基地的通知',金华市人民政府,2016-06-15,现行有效,地方政府规章及文件
'三门峡市人民政府办公室关于印发2016年三门峡市加快产业集聚区建设专项工作方案的通知',三门峡市人民政府办公室,2016-06-06,现行有效,地方政府规章及文件
'关于进一步促进金华市区房地产业平稳健康发展的通知',金华市人民政府办公室,2016-04-27,现行有效,地方政府规章及文件
'关于印发金华市区促进现代物流产业发展扶持意见的通知',金华市人民政府办公室,2015-11-07,现行有效,地方政府规章及文件
'三门峡市人民政府关于促进高新技术产业特色园区发展的意见',三门峡市人民政府,2015-03-20,现行有效,地方政府规章及文件
'三门峡市人民政府关于加快核桃等特色经济林产业发展的意见',三门峡市人民政府,2015-02-26,已失效,地方政府规章及文件
'丽水市人民政府关于发展民办养老服务产业的实施意见',丽水市人民政府,2014-11-18,现行有效,地方政府规章及文件
'丽水市人民政府关于深入贯彻“绿水青山就是金山银山”指导思想全面实施生态产业强市的意见',丽水市人民政府,2014-05-27,现行有效,地方政府规章及文件
'丽水市人民政府关于促进光伏发电产业健康发展的若干意见',丽水市人民政府,2014-05-07,现行有效,地方政府规章及文件
'丽水市人民政府关于印发丽水机器人产业基地建设的若干规定(试行)的通知',丽水市人民政府,2014-04-30,现行有效,地方政府规章及文件
'关于印发金华两头乌猪产业转型升级行动计划的通知',金华市人民政府办公室,2014-04-29,现行有效,地方政府规章及文件
'三门峡市人民政府办公室关于印发2014年三门峡市果品产业发展工作要点的通知',三门峡市人民政府办公室,2013-12-18,现行有效,地方政府规章及文件
'三门峡市人民政府关于加快现代水产业发展的意见',三门峡市人民政府,2013-06-27,现行有效,地方政府规章及文件
'三门峡市人民政府关于加快做大做强果品产业的实施意见',三门峡市人民政府,2013-05-28,现行有效,地方政府规章及文件
'东阳市人民政府办公室关于扶持影视文化产业发展的补充意见',东阳市人民政府办公室,2016-10-17,现行有效,地方政府规章及文件
'省发展改革委、省经信委、省卫生计生委(省中医药管理局)关于印发浙江省中药产业发展“十三五”规划的通知',浙江省发展和改革委员会;浙江省经济和信息化委员会;浙江省卫生和计划生育委员会,2016-10-11,现行有效,地方政府规章及文件
'省发展改革委、省测绘与地理信息局关于印发《浙江省地理信息产业发展“十三五”规划》的通知',浙江省发展和改革委员会;浙江省测绘与地理信息局,2016-09-14,现行有效,地方政府规章及文件
'转发《温州市委、市政府办公室关于浙南产业集聚区沙城街道“8·24”较大亡人火灾事故的通报》',浙江省安全生产委员会,2016-08-27,现行有效,地方政府规章及文件
'浙江省安全生产委员会关于温州浙南产业集聚区“8·24”较大火灾事故情况的通报',浙江省安全生产委员会,2016-08-26,现行有效,地方政府规章及文件
'省发展改革委关于印发浙江省产业集聚区发展“十三五”规划的通知',浙江省发展和改革委员会,2016-07-29,现行有效,地方政府规章及文件
'关于开展油茶产业发展专项信息普查的通知',浙江省林业厅,2016-07-21,现行有效,地方政府规章及文件
'省发展改革委关于印发浙江省省级山海协作产业园统计报表制度的通知',浙江省发展和改革委员会,2016-07-10,现行有效,地方政府规章及文件
'东阳市人民政府关于印发《东阳市政府产业基金管理办法(试行)》的通知',东阳市人民政府,2016-06-20,已失效,地方政府规章及文件
'浙江省财政厅等部门转发《财政部、国家税务总局、发展改革委、工业和信息化部关于软件和集成电路产业企业所得税优惠政策有关问题的通知》',浙江省财政厅;浙江省国家税务局;浙江省地方税务局;浙江省发展和改革委员会;浙江省经济和信息化委员会,2016-06-01,现行有效,地方政府规章及文件
'浙江省科学技术厅关于转发科技部人才中心《2017中国科技创业人才投融资集训营(汽车产业专场)活动公告》的通知',浙江省科学技术厅,2016-05-26,现行有效,地方政府规章及文件
'省发展改革委关于印发浙江省新能源汽车产业“十三五”发展规划的通知',浙江省发展和改革委员会,2016-05-23,现行有效,地方政府规章及文件
'浙江省科学技术厅关于加强高新技术产业项目投资和管理工作的通知',浙江省科学技术厅,2016-04-25,现行有效,地方政府规章及文件
'金华市金东区人民政府关于推进金东区智能制造(无人机)产业园建设相关意见(试行)',金华市金东区人民政府,2016-04-18,现行有效,地方政府规章及文件
'关于进一步深化胶囊产业综合整治工作的通知',绍兴市新昌县人民政府南明街道办事处,2016-03-22,现行有效,地方政府规章及文件
'安吉县人民政府关于促进健康产业发展的实施意见',湖州市安吉县人民政府,2016-03-03,现行有效,地方政府规章及文件
'浙江省财政厅关于修订浙江省创新强省产业基金管理办法的通知',浙江省财政厅,2016-02-26,现行有效,地方政府规章及文件
'新昌县人民政府办公室关于印发新昌县产业发展引导基金管理办法、新昌县产业发展引导基金管委会议事规则及成员单位职责的通知',绍兴市新昌县人民政府办公室,2015-12-28,现行有效,地方政府规章及文件
'重庆市江北区人民政府办公室关于印发江北区产业发展扶持资金管理暂行办法的通知',重庆市江北区人民政府办公室,2015-12-26,现行有效,地方政府规章及文件
'重庆市江北区人民政府办公室关于印发加强江北区产业发展资金管理的实施意见的通知',重庆市江北区人民政府办公室,2015-12-26,现行有效,地方政府规章及文件
'省发改委关于印发浙江省健康产业发展规划(2015-2020年)的通知',浙江省发展和改革委员会,2015-12-24,现行有效,地方政府规章及文件
'省发改委、省经信委、省环保厅关于印发浙江省节能环保产业发展规划(2015-2020年)的通知',浙江省发展和改革委员会;浙江省经济和信息化委员会;浙江省环境保护厅,2015-12-08,现行有效,地方政府规章及文件
'关于印发《浙江省软件和信息服务产业基地(园区、小镇)建设实施方案》的通知',浙江省经济和信息化委员会;浙江省财政厅,2015-12-07,现行有效,地方政府规章及文件
'重庆市江北区人民政府办公室关于印发江北区产业发展股权投资基金管理暂行办法的通知',重庆市江北区人民政府办公室,2015-12-05,现行有效,地方政府规章及文件
'浙江省经济和信息化委员会、浙江省财政厅关于进一步推进全省工业设计产业发展的通知',浙江省经济和信息化委员会;浙江省财政厅,2015-11-12,现行有效,地方政府规章及文件
'杭州市人民政府办公厅关于加快推进全市开发区(产业园区)整合优化提升工作的实施意见',杭州市人民政府办公厅,2015-10-19,现行有效,地方政府规章及文件
'新昌县人民政府关于创新财政支持经济发展方式设立政府产业基金的若干意见',绍兴市新昌县人民政府,2015-10-12,现行有效,地方政府规章及文件
'东阳市人民政府办公室关于印发《关于进一步加快我市光伏应用产业健康发展的实施意见》的通知',东阳市人民政府办公室,2015-09-09,现行有效,地方政府规章及文件
'杭州市人民政府关于中国杭州人力资源服务产业园发展规划(2015—2020)的批复',杭州市人民政府,2015-09-06,现行有效,地方政府规章及文件
'杭州市人民政府关于加快推进杭州市智能制造促进产业转型发展的指导意见',杭州市人民政府,2015-08-21,已失效,地方政府规章及文件
'关于转发国家发展改革委《关于实施新兴产业重大工程包的通知》',杭州国家高新技术产业开发区发展和改革局,2015-08-12,现行有效,地方政府规章及文件
'关于印发《浙江省发改委关于国家高技术产业发展项目管理的实施细则(暂行)》的通知',浙江省发展和改革委员会,2015-07-08,现行有效,地方政府规章及文件
'浙江省财政厅关于印发浙江省转型升级产业基金管理办法的通知',浙江省财政厅,2015-07-06,现行有效,地方政府规章及文件
'关于印发《秀洲区农业产业项目准入实施办法》的通知',嘉兴市秀洲区农业经济局,2015-06-02,现行有效,地方政府规章及文件
'宁波市人民政府关于印发宁波市文化产业发展三年行动计划(2015～2017年)的通知',宁波市人民政府,2015-05-25,现行有效,地方政府规章及文件
'浙江省财政厅关于规范政府产业基金运作与管理的指导意见',浙江省财政厅,2015-05-20,现行有效,地方政府规章及文件
'杭州大江东产业集聚区管理办法',杭州市人民政府,2015-04-28,已失效,地方政府规章及文件
'台州市农业局办公室关于印发2015年全市农业产业工作要点的通知',台州市农业局办公室,2015-04-14,现行有效,地方政府规章及文件
'浙江省人民政府办公厅关于加快发展生产性服务业促进产业结构调整升级的实施意见',浙江省人民政府办公厅,2015-03-31,现行有效,地方政府规章及文件
'关于进一步强化空心胶囊产业监管工作的意见',绍兴市新昌县人民政府南明街道办事处,2015-03-25,现行有效,地方政府规章及文件
'梅渚镇关于进一步强化空心胶囊产业监管工作的意见',绍兴市新昌县梅渚镇人民政府,2015-03-23,现行有效,地方政府规章及文件
'关于印发台州市医药产业环境准入指导意见的通知',台州市人民政府办公室,2015-03-20,现行有效,地方政府规章及文件
'浙江省财政厅、浙江省海洋与渔业局关于印发浙江省海洋与渔业综合管理和产业发展专项资金管理办法(试行)的通知',浙江省财政厅;浙江省海洋与渔业局,2015-03-20,现行有效,地方政府规章及文件
'中共东阳市委、东阳市人民政府关于印发2015年度全市政府投资重点建设项目、政府投资重大前期项目、政府投资一般性建设项目、政府投资一般性前期项目、产业发展类重点建设项目、工业重点新建项目、工业重点续建项目、工业重点技改项目的通知',中共东阳市委;东阳市人民政府,2015-03-06,现行有效,地方政府规章及文件
'杭州市人民政府办公厅关于印发进一步优化产业用地管理、促进土地要素市场化配置实施办法的通知',杭州市人民政府办公厅,2015-03-03,现行有效,地方政府规章及文件
'关于印发《杭州市招商引资产业空间布局导引手册》的通知',杭州市发展和改革委员会;杭州市商务委员会;杭州市人民政府国内经济合作办公室,2015-02-27,现行有效,地方政府规章及文件
'东阳市人民政府办公室关于加快推进新型建筑产业现代化的若干意见(试行)',东阳市人民政府办公室,2015-02-25,已失效,地方政府规章及文件
'中共新昌县委、新昌县人民政府关于加快旅游产业发展的政策意见',中共绍兴市新昌县委;绍兴市新昌县人民政府,2015-02-16,现行有效,地方政府规章及文件
'浙江省科学技术厅、浙江省知识产权局关于印发《加强高新技术产业园区(科技城)知识产权工作的指导意见》的通知',浙江省科学技术厅;浙江省知识产权局,2015-02-15,现行有效,地方政府规章及文件
'省发改委、省经信委关于印发浙江省时尚产业发展规划纲要(2014-2020年)的通知',浙江省发展和改革委员会;浙江省经济和信息化委员会,2015-02-05,现行有效,地方政府规章及文件
'关于印发《浙江省工业信息工程公司产业技术创新综合试点方案》和《工业信息工程公司产业技术创新综合试点责任书》的通知',浙江省经济和信息化委员会;浙江省科学技术厅,2015-01-30,现行有效,地方政府规章及文件
'浙江省财政厅、中共浙江省委宣传部关于印发浙江省文化产业发展转移支付资金管理办法的通知',浙江省财政厅;中共浙江省委宣传部,2015-01-19,现行有效,地方政府规章及文件
'关于加快医药产业发展的实施意见',中共台州市委,2015,现行有效,地方政府规章及文件
'浙江省发改委、浙江省旅游局关于印发浙江省旅游产业发展规划(2014-2017)的通知',浙江省发展和改革委员会;浙江省旅游局,2014-12-31,现行有效,地方政府规章及文件
'浙江省人民政府办公厅关于“精准对接精准服务”支持医疗器械产业提升发展的若干意见',浙江省人民政府办公厅,2014-12-05,现行有效,地方政府规章及文件
'浙江省人民政府办公厅关于印发浙江省产业集聚区提升发展方案的通知',浙江省人民政府办公厅,2014-11-20,现行有效,地方政府规章及文件
'宁波市人民政府办公厅转发市教育局《关于宁波市国家职业教育与产业协同创新试验区实施方案》的通知',宁波市人民政府办公厅,2014-11-18,现行有效,地方政府规章及文件
'省发改委关于印发《温州浙南沿海先进装备产业集聚区发展规划》的通知',浙江省发展和改革委员会,2014-11-17,现行有效,地方政府规章及文件
'宁波市人民政府办公厅关于印发宁波市林特产业发展规划(2014～2020年)的通知',宁波市人民政府办公厅,2014-11-14,现行有效,地方政府规章及文件
'浙江省人民政府办公厅关于进一步推进地理信息产业发展的实施意见',浙江省人民政府办公厅,2014-11-11,现行有效,地方政府规章及文件
'浙江省人民政府关于加快培育旅游业成为万亿产业的实施意见',浙江省人民政府,2014-11-10,现行有效,地方政府规章及文件
'关于印发《杭州城西科创产业集聚区创新发展专项资金管理办法》的通知',杭州城西科创产业集聚区管理委员会;杭州市财政局;杭州市科学技术委员会,2014-11-07,现行有效,地方政府规章及文件
'杭州市人民政府办公厅关于印发杭州市海洋特色产业基地建设实施方案的通知',杭州市人民政府办公厅,2014-10-14,现行有效,地方政府规章及文件
'东阳市人民政府办公室关于印发《浙江省横店影视文化产业实验区影视版权登记管理保护办法》的通知',东阳市人民政府办公室,2014-09-18,现行有效,地方政府规章及文件
'浙江省财政厅、浙江省人民政府经济合作交流办公室关于印发浙江省山海协作产业园建设专项资金管理办法的通知',浙江省财政厅;浙江省人民政府经济合作交流办公室,2014-09-16,现行有效,地方政府规章及文件
'《关于加快文化产业发展的实施意见》的通知',中共台州市委;台州市人民政府,2014-09-12,现行有效,地方政府规章及文件
'关于印发《浙江省体育产业发展资金项目库管理试行办法》的通知',浙江省体育局,2014-09-12,现行有效,地方政府规章及文件
'杭州市人民政府办公厅关于认定杭州市高新技术产业园(第七批)的通知',杭州市人民政府办公厅,2014-08-26,现行有效,地方政府规章及文件
'浙江省商务厅、浙江省财政厅关于印发《“浙江省外商投资新兴产业示范基地”和“浙江省开发区特色品牌园区”认定管理暂行办法》的通知',浙江省商务厅;浙江省财政厅,2014-07-29,现行有效,地方政府规章及文件
'安吉县人民政府关于确定2014年椅业竹产业龙头骨干企业名单的通知',湖州市安吉县人民政府,2014-07-18,现行有效,地方政府规章及文件
'关于转发《国家发展改革委等部门运用价格手段促进水泥行业产业结构调整有关事项的通知》',浙江省物价局;浙江省发展和改革委员会;浙江省经济和信息化委员会;浙江省质量技术监督局,2014-06-27,现行有效,地方政府规章及文件
'宁波市人民政府办公厅转发市科技局等部门关于《宁波市石墨烯技术创新和产业发展中长期规划(2014～2023)》的通知',宁波市人民政府办公厅,2014-05-22,现行有效,地方政府规章及文件
'浙江省商务厅、浙江省电子商务工作领导小组办公室关于印发《浙江省示范电子商务企业、平台和产业基地创建办法》的通知',浙江省商务厅;浙江省电子商务工作领导小组办公室,2014-05-15,现行有效,地方政府规章及文件
'浙江省人民政府关于发展民办养老产业的若干意见',浙江省人民政府,2014-04-25,现行有效,地方政府规章及文件
'台州市农业局办公室关于印发2014年全市农业产业工作要点的通知',台州市农业局办公室,2014-04-15,现行有效,地方政府规章及文件
'宁波市人民政府关于促进光伏产业健康持续发展的实施意见',宁波市人民政府,2014-04-08,现行有效,地方政府规章及文件
