'关于加强区、县（市）、开发区产业工会建设的指导意见',沈阳市总工会,2009-12-02,现行有效,团体规定
'关于印发《丹东边境经济合作区(临港产业园区)2009年组织工作要点》的通知',中共丹东边境经济合作区委,2009-04-07,现行有效,团体规定
'沈阳市人民政府办公室关于印发沈阳市文化旅游产业服务质量提质升级工作方案的通知',沈阳市人民政府办公室,2020-03-26,现行有效,地方政府规章及文件
'辽宁省人民政府关于加快推进农业机械化和农机装备产业转型升级的实施意见',辽宁省人民政府,2019-12-31,现行有效,地方政府规章及文件
'沈阳市人民政府关于印发沈阳市未来产业培育和发展规划(2018-2035年)的通知',沈阳市人民政府,2018-12-16,现行有效,地方政府规章及文件
'锦州市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',锦州市人民政府办公室,2018-12-07,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅关于印发沈阳市加快新能源汽车推广促进产业做大做强实施方案的通知',沈阳市人民政府办公厅,2018-11-25,已失效,地方政府规章及文件
'大连市人民政府办公厅关于加快推进大樱桃产业发展的实施意见',大连市人民政府办公厅,2018-11-20,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于加快新能源汽车产业创新发展的指导意见',大连市人民政府办公厅,2018-10-25,现行有效,地方政府规章及文件
'营口市人民政府办公室关于中国(辽宁)自由贸易试验区营口片区促进企业产业转型升级的意见',营口市人民政府办公室,2018-09-30,已失效,地方政府规章及文件
'瓦房店市人民政府办公室关于印发瓦房店市2018年产业扶贫项目实施与扶贫专项资金使用管理方案的通知',瓦房店市人民政府办公室,2018-09-30,现行有效,地方政府规章及文件
'本溪市人民政府办公厅关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',本溪市人民政府办公厅,2018-09-28,现行有效,地方政府规章及文件
'马鞍山市人民政府关于印发支持新能源汽车产业创新发展和推广应用若干政策的通知',马鞍山市人民政府,2018-09-10,现行有效,地方政府规章及文件
'辽宁省人民政府关于赋予抚顺高新技术产业开发区管委会、抚顺经济开发区管委会、抚顺望花经济开发区管委会部分省级行政职权的决定',辽宁省人民政府,2018-09-07,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅关于印发沈阳市加快推进沈阳国家通用航空产业综合示范区建设工作方案的通知',沈阳市人民政府办公厅,2018-09-04,现行有效,地方政府规章及文件
'铁岭市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',铁岭市人民政府办公室,2018-08-15,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于加快发展牛羊驴特色产业的意见',辽宁省人民政府办公厅,2018-07-23,现行有效,地方政府规章及文件
'铁岭市人民政府办公室关于印发铁岭市发展现代物流产业实施意见的通知',铁岭市人民政府办公室,2018-07-20,现行有效,地方政府规章及文件
'沈阳市人民政府关于印发沈阳市加快推进军民融合产业发展若干政策措施的通知',沈阳市人民政府,2018-06-25,已失效,地方政府规章及文件
'大连市人民政府办公厅关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',大连市人民政府办公厅,2018-06-25,现行有效,地方政府规章及文件
'铁岭市人民政府办公室关于印发铁岭市林下山参产业发展规划(2018—2030年)的通知',铁岭市人民政府办公室,2018-06-06,现行有效,地方政府规章及文件
'马鞍山市人民政府办公室关于印发马鞍山市2018年电子商务产业提升发展行动方案的通知',马鞍山市人民政府办公室,2018-06-03,现行有效,地方政府规章及文件
'铁岭市人民政府办公室关于印发铁岭市加快培育发展战略性新兴产业三年攻坚计划(2018—2020年)的通知',铁岭市人民政府办公室,2018-05-27,现行有效,地方政府规章及文件
'定西市人民政府关于印发甘肃省建设国家中医药产业发展综合试验区定西市先行先试实施方案的通知',定西市人民政府,2018-05-25,现行有效,地方政府规章及文件
'锦州市人民政府办公厅关于印发新修订的锦州市关于实施品牌战略促进产业转型升级实施办法的通知',锦州市人民政府办公厅,2018-05-19,现行有效,地方政府规章及文件
'铁岭市人民政府办公室关于印发铁岭市促进房地产业健康发展实施意见的通知',铁岭市人民政府办公室,2018-05-18,现行有效,地方政府规章及文件
'关于印发《大连市促进集成电路产业发展专项资金管理办法》的通知',大连市经济和信息化委员会;大连市财政局,2018-05-17,已失效,地方政府规章及文件
'营口市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',营口市人民政府办公室,2018-05-17,现行有效,地方政府规章及文件
'铁岭市人民政府办公室关于印发铁岭市农产品深加工产业发展实施意见的通知',铁岭市人民政府办公室,2018-05-17,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于印发落实大连市重点产业领域科技创新指南2018年工作推进计划的通知',大连市人民政府办公厅,2018-05-16,现行有效,地方政府规章及文件
'定西市人民政府办公室关于印发定西市落实支持陇药产业发展政策措施意见的通知',定西市人民政府办公室,2018-05-15,现行有效,地方政府规章及文件
'铁岭市人民政府办公室关于印发铁岭市专用车及汽车零部件产业发展实施意见的通知',铁岭市人民政府办公室,2018-05,现行有效,地方政府规章及文件
'马鞍山市人民政府办公室关于促进家禽产业转型升级健康发展的实施意见',马鞍山市人民政府办公室,2018-04-27,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于印发大连市支持产业发展落实产业用地政策实施细则的通知',大连市人民政府办公厅,2018-04-23,现行有效,地方政府规章及文件
'营口市人民政府办公室关于推进现代建筑产业发展的实施意见',营口市人民政府办公室,2018-04-05,现行有效,地方政府规章及文件
'本溪市人民政府关于印发本溪高新技术产业开发区“证照分离”改革试点方案的通知',本溪市人民政府,2018-03-27,现行有效,地方政府规章及文件
'关于印发《中国(辽宁)自由贸易试验区营口片区(营口高新技术产业开发区)“证照分离”改革试点工作方案》和《营口经济技术开发区“证照分离”改革试点方案》的通知',营口市人民政府,2018-03-25,已失效,地方政府规章及文件
'辽宁省人民政府办公厅关于推进中国(辽宁)自由贸易试验区与重点产业园区协同发展的指导意见',辽宁省人民政府办公厅,2018-03-05,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于推进生猪产业健康发展的实施意见',大连市人民政府办公厅,2018,现行有效,地方政府规章及文件
'营口市人民政府办公室关于印发营口高新技术产业研发检测公共服务平台建设实施方案的通知',营口市人民政府办公室,2017-12-29,现行有效,地方政府规章及文件
'营口市人民政府办公室关于推进营口高新技术产业开发区“一区多园”建设的实施意见',营口市人民政府办公室,2017-12-29,现行有效,地方政府规章及文件
'瓦房店市人民政府关于印发瓦房店市农村一二三产业融合发展行动计划的通知',瓦房店市人民政府,2017-12-29,现行有效,地方政府规章及文件
'营口市人民政府关于加快发展旅游产业的实施意见',营口市人民政府,2017-12-29,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于印发大连市战略性新兴产业发展实施方案(2018-2020年)的通知',大连市人民政府办公厅,2017-11-09,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅关于支持返乡下乡人员创业创新促进农村一二三产业融合发展的实施意见',沈阳市人民政府办公厅,2017-10-31,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于印发大连市重点产业领域科技创新指南的通知',大连市人民政府办公厅,2017-09-26,现行有效,地方政府规章及文件
'锦州市人民政府办公厅关于支持锦州港集装箱物流产业发展的意见',锦州市人民政府办公厅,2017-08-16,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省高新技术产业开发区发展规划(2017—2020年)的通知',辽宁省人民政府办公厅,2017-06-17,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省高新技术产业开发区创新驱动发展绩效评价暂行办法的通知',辽宁省人民政府办公厅,2017-06-09,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于加快发展健身休闲产业的实施意见',大连市人民政府办公厅,2017-05-11,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于印发大连市产业(创业)投资引导基金管理暂行办法的通知',大连市人民政府办公厅,2017-04-14,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于支持返乡下乡人员创业创新促进农村一二三产业融合发展的实施意见',辽宁省人民政府办公厅,2017-04-01,现行有效,地方政府规章及文件
'锦州市人民政府关于加快商贸流通产业发展的实施意见',锦州市人民政府,2017-03-23,现行有效,地方政府规章及文件
'辽宁省人民政府关于印发辽宁省加快高新技术产业开发区转型升级政策措施的通知',辽宁省人民政府,2017-02-18,现行有效,地方政府规章及文件
'大连市财政局转发《财政部、海关总署、国家税务总局关于扶持新型显示器件产业发展有关进口税收政策的通知》',大连市财政局,2017-02-13,现行有效,地方政府规章及文件
'东港市人民政府关于印发东港市扶持运动户外服装产业发展暂行办法的通知',东港市人民政府,2017-02-09,已失效,地方政府规章及文件
'大连市人民政府办公厅关于印发大连市农村产业扶贫发展规划(2017—2020年)的通知',大连市人民政府办公厅,2017-02-07,现行有效,地方政府规章及文件
'市经济和信息化委关于组织申报重点产业集群小微企业创业创新基地专项资金项目的通知',沈阳市经济和信息化委员会,2017-02-07,现行有效,地方政府规章及文件
'瓦房店市人民政府关于印发瓦房店市农村产业融合发展试点示范实施方案的通知',瓦房店市人民政府,2017-01-24,现行有效,地方政府规章及文件
'大连市关于加快发展健身休闲产业的实施意见',大连市体育局,2017,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于印发大连市服装纺织产业(2016-2020)转型升级实施方案的通知',大连市人民政府办公厅,2016-12-30,现行有效,地方政府规章及文件
'大连金普新区管理委员会办公室关于印发金普新区关于进一步加快文化产业发展实施意见的通知',大连金普新区管理委员会办公室,2016-12-30,现行有效,地方政府规章及文件
'马鞍山市人民政府办公室关于进一步细化智能装备(机器人)、轨道交通装备、高端数控机床产业集聚发展基地建设的实施意见',马鞍山市人民政府办公室,2016-12-29,现行有效,地方政府规章及文件
'瓦房店市人民政府办公室关于印发瓦房店市文化产业发展“十三五”规划的通知',瓦房店市人民政府办公室,2016-12-27,现行有效,地方政府规章及文件
'锦州市人民政府关于加快发展服务外包产业的实施意见',锦州市人民政府,2016-12-24,现行有效,地方政府规章及文件
'辽宁省人民政府关于印发辽宁省加快发展康复辅助器具产业实施方案的通知',辽宁省人民政府,2016-12-17,现行有效,地方政府规章及文件
'锦州市人民政府关于促进锦州地区港口行业服务临港产业的意见',锦州市人民政府,2016-11-01,现行有效,地方政府规章及文件
'锦州市人民政府关于发展产业金融的实施意见',锦州市人民政府,2016-06-22,现行有效,地方政府规章及文件
'锦州市人民政府办公厅关于印发锦州市工业传统产业转型升级工程实施方案的通知',锦州市人民政府办公厅,2016-02-23,现行有效,地方政府规章及文件
'马鞍山市人民政府办公室关于加快应急产业发展的实施意见',马鞍山市人民政府办公室,2016-02-01,现行有效,地方政府规章及文件
'马鞍山市人民政府关于加快发展体育产业促进体育消费的实施意见',马鞍山市人民政府,2015-12-31,现行有效,地方政府规章及文件
'本溪市人民政府关于加快发展体育产业促进体育消费的实施意见',本溪市人民政府,2015-12-17,现行有效,地方政府规章及文件
'锦州市人民政府办公厅关于印发锦州市加快应急产业发展重点工作分工方案的通知',锦州市人民政府办公厅,2015-12-08,现行有效,地方政府规章及文件
'本溪市人民政府关于印发《本溪市北药产业“十三五”发展规划(2016—2020年)》的通知',本溪市人民政府,2015-10-27,现行有效,地方政府规章及文件
'关于加快建设战略性新兴产业集聚发展基地的实施意见',马鞍山市人民政府,2015-09-30,现行有效,地方政府规章及文件
'本溪市人民政府办公厅关于进一步加快棚户区改造促进房地产业健康发展的意见',本溪市人民政府办公厅,2015-09-11,现行有效,地方政府规章及文件
'关于辽宁省旅游产业标准体系建设工作的指导意见',辽宁省质量技术监督局;辽宁省旅游局,2015-07-27,现行有效,地方政府规章及文件
'关于加快推进建筑产业现代化发展的实施意见',马鞍山市人民政府办公室,2015-05-05,现行有效,地方政府规章及文件
'本溪市人民政府办公厅关于支持居民自住和改善性住房需求促进房地产业健康发展的通知',本溪市人民政府办公厅,2015-04-29,现行有效,地方政府规章及文件
'大连市人民政府办公厅转发《省政府办公厅关于印发辽宁省林业产业发展指导意见的通知》',大连市人民政府办公厅,2016-12-08,现行有效,地方政府规章及文件
'市经济和信息化委关于公布2016年度产业集群小微企业创业创新基地名单的通知',沈阳市经济和信息化委员会,2016-12-05,现行有效,地方政府规章及文件
'关于公示2016年度产业集群小微企业创业创新基地名单的通知',沈阳市经济和信息化委员会,2016-11-28,现行有效,地方政府规章及文件
'关于征集省工业互联网产业联盟成员单位的通知',辽宁省工业和信息化委员会,2016-11-28,现行有效,地方政府规章及文件
'沈阳市财政局转发省财政厅所转发的《关于财政资金注资政府投资基金支持产业发展的指导意见》的通知',沈阳市财政局,2016-09-23,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省渔业产业发展指导意见的通知',辽宁省人民政府办公厅,2016-09-21,现行有效,地方政府规章及文件
'中共辽宁省委办公厅、辽宁省人民政府办公厅关于印发工业八大门类产业发展政策的通知',中共辽宁省委办公厅;辽宁省人民政府办公厅,2016-09-19,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省畜牧产业发展指导意见的通知',辽宁省人民政府办公厅,2016-09-14,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省农业产业发展指导意见的通知',辽宁省人民政府办公厅,2016-09-14,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省林业产业发展指导意见的通知',辽宁省人民政府办公厅,2016-09-14,现行有效,地方政府规章及文件
'省发展改革委、省财政厅关于印发辽宁省产业(创业)投资引导基金管理办法(试行)有关问题解释的通知',辽宁省发展和改革委员会;辽宁省财政厅,2016-09-04,现行有效,地方政府规章及文件
'辽宁省人民政府关于印发辽宁省产业精准脱贫规划(2016—2020)的通知',辽宁省人民政府,2016-08-27,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省产业直投基金支持本地产品推广应用实施办法(试行)的通知',辽宁省人民政府办公厅,2016-08-26,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省促进医药产业健康发展实施方案的通知',辽宁省人民政府办公厅,2016-07-29,现行有效,地方政府规章及文件
'大连市人民政府关于加快发展生产性服务业促进产业结构优化升级的实施意见',大连市人民政府,2016-07-28,现行有效,地方政府规章及文件
'葫芦岛市人民政府关于发展产业金融的实施意见',葫芦岛市人民政府,2016-07-27,现行有效,地方政府规章及文件
'关于印发加快发展体育产业促进体育消费实施意见的通知',营口市人民政府,2016-07-26,现行有效,地方政府规章及文件
'沈阳市人民政府关于沈阳市促进产业金融发展实施方案(2016-2020年)的通知',沈阳市人民政府,2016-07-21,现行有效,地方政府规章及文件
'铁岭市人民政府关于印发铁岭市产业金融发展实施意见的通知',铁岭市人民政府,2016-07-19,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于贯彻落实国务院办公厅推进农村一二三产业融合发展指导意见任务分工的通知',大连市人民政府办公厅,2016-07-14,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅关于印发沈阳市发展产业金融加快东北区域金融中心建设若干政策措施的通知',沈阳市人民政府办公厅,2016-07-12,已失效,地方政府规章及文件
'沈阳市人民政府关于进一步壮大战略性新兴产业的实施意见',沈阳市人民政府,2016-07-04,现行有效,地方政府规章及文件
'沈阳市人民政府关于加快发展体育产业促进体育消费的实施意见',沈阳市人民政府,2016-06-21,现行有效,地方政府规章及文件
'沈阳市人民政府关于支持中德(沈阳)高端装备制造产业园建设下放一批行政职权的决定',沈阳市人民政府,2016-06-06,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅关于印发中德(沈阳)高端装备制造产业园“零收费”实施方案的通知',沈阳市人民政府办公厅,2016-06-06,现行有效,地方政府规章及文件
'辽宁省人民政府关于中德(沈阳)高端装备制造产业园知识产权保护工作的若干意见',辽宁省人民政府,2016-06-01,现行有效,地方政府规章及文件
'关于印发营口市促进沿海地区重点产业与环境保护协调发展的工作方案的通知',营口市人民政府,2016-05-31,现行有效,地方政府规章及文件
'瓦房店市人民政府关于印发瓦房店市体育产业发展“十三五”规划的通知',瓦房店市人民政府,2016-05-09,现行有效,地方政府规章及文件
'瓦房店市人民政府关于印发加快发展体育产业促进体育消费的实施意见',瓦房店市人民政府,2016-05-09,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发《辽宁省产业(创业)投资引导基金管理办法(试行)》和《辽宁省产业(创业)投资引导基金直接投资管理办法(试行)》的通知',辽宁省人民政府办公厅,2016-04-24,现行有效,地方政府规章及文件
'关于印发营口市产业金融实施方案的通知',营口市人民政府,2016-04-14,已失效,地方政府规章及文件
'葫芦岛市人民政府关于促进重点产业与环境保护协调发展的意见',葫芦岛市人民政府,2016-04-13,现行有效,地方政府规章及文件
'关于印发营口市镁产业综合治理工作实施方案的通知',营口市人民政府办公室,2016-03-31,现行有效,地方政府规章及文件
'丹东市人民政府关于印发丹东市产业(创业)投资引导基金设立方案的通知',丹东市人民政府,2016-03-23,现行有效,地方政府规章及文件
'丹东市人民政府关于印发丹东市壮大战略性新兴产业实施方案的通知',丹东市人民政府,2016-03-03,现行有效,地方政府规章及文件
'铁岭市人民政府关于加快发展体育产业促进体育消费的实施意见',铁岭市人民政府,2016-02-23,现行有效,地方政府规章及文件
'铁岭市人民政府关于印发铁岭市体育产业中长期发展规划的通知',铁岭市人民政府,2016-02-23,现行有效,地方政府规章及文件
'关于化解房地产库存、促进房地产业平稳健康发展的意见',营口市人民政府办公室,2016,现行有效,地方政府规章及文件
'辽宁省人民政府关于促进通用航空和航空零部件制造产业快速发展的实施意见',辽宁省人民政府,2015-12-31,现行有效,地方政府规章及文件
'辽宁省人民政府关于加快发展生产性服务业促进产业结构优化升级的实施意见',辽宁省人民政府,2015-12-31,已被修订,地方政府规章及文件
'辽宁省人民政府办公厅关于进一步加快烟草产业发展的意见',辽宁省人民政府办公厅,2015-12-30,现行有效,地方政府规章及文件
'沈阳市人民政府关于印发沈阳市智慧产业发展规划(2016-2020年)的通知',沈阳市人民政府,2015-12-30,现行有效,地方政府规章及文件
'辽宁省人民政府关于促进沿海地区重点产业与环境保护协调发展的通知',辽宁省人民政府,2015-12-22,现行有效,地方政府规章及文件
'沈阳市人民政府关于全面推进建筑产业现代化发展的实施意见',沈阳市人民政府,2015-12-21,现行有效,地方政府规章及文件
'葫芦岛市人民政府办公室关于进一步促进房地产业平稳健康发展的通知',葫芦岛市人民政府办公室,2015-12-13,已失效,地方政府规章及文件
'辽宁省人民政府关于优化产业布局和结构调整的指导意见',辽宁省人民政府,2015-12-12,现行有效,地方政府规章及文件
'省发展改革委关于印发编制产业(创业)投资基金方案指导要点(二)的通知',辽宁省发展和改革委员会,2015-12-07,现行有效,地方政府规章及文件
'关于促进全市旅游产业改革发展的实施意见',辽阳市人民政府,2015-11-10,现行有效,地方政府规章及文件
'辽宁省人民政府关于印发辽宁省产业(创业)投资引导基金设立方案的通知',辽宁省人民政府,2015-10-23,现行有效,地方政府规章及文件
'大连市人民政府关于促进集成电路产业发展的实施意见',大连市人民政府,2015-10-16,现行有效,地方政府规章及文件
'辽宁省人民政府关于发展产业金融的若干意见',辽宁省人民政府,2015-09-29,现行有效,地方政府规章及文件
'本溪市促进石产业发展办法',本溪市人民政府,2015-09-28,现行有效,地方政府规章及文件
'葫芦岛市人民政府关于印发葫芦岛市承接京津冀产业转移等暂行奖励办法的通知',葫芦岛市人民政府,2015-09-22,现行有效,地方政府规章及文件
'大连市人民政府关于印发推进文化创意和设计服务与相关产业融合发展实施方案的通知',大连市人民政府,2015-09-07,现行有效,地方政府规章及文件
'省发展改革委关于印发编制产业(创业)投资基金方案指导要点的通知',辽宁省发展和改革委员会,2015-09-06,现行有效,地方政府规章及文件
'辽宁省人民政府关于加快发展体育产业促进体育消费的实施意见',辽宁省人民政府,2015-08-16,现行有效,地方政府规章及文件
'大连市人民政府关于加快发展体育产业促进体育消费的实施意见',大连市人民政府,2015-08-12,现行有效,地方政府规章及文件
'辽宁省人民政府关于印发辽宁省壮大战略性新兴产业实施方案的通知',辽宁省人民政府,2015-07-28,现行有效,地方政府规章及文件
'关于印发营口市推进文化创意和设计服务与相关产业融合发展实施方案的通知',营口市人民政府办公室,2015-06-24,现行有效,地方政府规章及文件
'铁岭市人民政府关于促进旅游产业改革发展的实施意见',铁岭市人民政府,2015-05-21,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅关于印发沈阳市支持重点产业发展专项资金管理办法(修订)的通知',沈阳市人民政府办公厅,2015-05-18,现行有效,地方政府规章及文件
'关于促进房地产业平稳健康发展的意见',营口市人民政府,2015-05-15,现行有效,地方政府规章及文件
'关于印发《营口市促进旅游产业改革发展实施意见》的通知',营口市人民政府,2015-04-28,现行有效,地方政府规章及文件
'关于支持居民自住和改善性住房需求促进房地产业平稳健康发展的补充意见',辽阳市人民政府,2015-04-27,现行有效,地方政府规章及文件
'盘锦市人民政府关于促进2015年房地产业平稳健康发展的意见',盘锦市人民政府,2015-04-22,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅印发关于加快建设沈阳环城都市农业产业带实施方案(2015-2017年)的通知',沈阳市人民政府办公厅,2015-04-10,现行有效,地方政府规章及文件
'关于促进房地产业平稳健康发展的意见',辽阳市人民政府,2015-03-12,已失效,地方政府规章及文件
'盘锦市人民政府办公室关于印发2015年旅游产业发展重点任务分解的通知',盘锦市人民政府办公室,2015-02-12,现行有效,地方政府规章及文件
'盘锦市人民政府关于促进旅游产业改革发展的实施意见',盘锦市人民政府,2015-02-12,现行有效,地方政府规章及文件
'锦州市人民政府办公厅关于印发锦州市关于实施品牌战略促进产业转型升级实施办法的通知',锦州市人民政府办公厅,2015-02-02,现行有效,地方政府规章及文件
'市文广局关于印发沈阳市文化产业示范园区示范基地评选命名管理办法的通知',沈阳市文化广电新闻出版局,2015-01-20,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于印发辽宁省推进机器人产业发展实施意见的通知',辽宁省人民政府办公厅,2015-01-14,现行有效,地方政府规章及文件
'辽宁省人民政府关于促进旅游产业改革发展的实施意见',辽宁省人民政府,2014-12-19,现行有效,地方政府规章及文件
'沈阳市人民政府关于支持机器人产业发展和科技创新的实施意见',沈阳市人民政府,2014-12-10,现行有效,地方政府规章及文件
'盘锦市人民政府办公室印发关于加快发展泥鳅鱼产业实施意见的通知',盘锦市人民政府办公室,2014-12-08,现行有效,地方政府规章及文件
'丹东市人民政府关于印发推进文化创意和设计服务与相关产业融合发展行动计划的通知',丹东市人民政府,2014-12-08,现行有效,地方政府规章及文件
'辽宁省人民政府办公厅关于促进地理信息产业发展的实施意见',辽宁省人民政府办公厅,2014-11-19,现行有效,地方政府规章及文件
'盘锦市人民政府办公室印发关于建立石化及精细化工产业协调发展推进机制意见的通知',盘锦市人民政府办公室,2014-08-29,现行有效,地方政府规章及文件
'辽宁省人民政府关于印发推进文化创意和设计服务与相关产业融合发展行动计划的通知',辽宁省人民政府,2014-08-08,现行有效,地方政府规章及文件
'关于印发马鞍山承接产业转移示范园区规划范围内农业户口管理暂行规定的通知',马鞍山市人民政府办公室,2014-07-31,现行有效,地方政府规章及文件
'关于印发《沈阳市服务外包产业发展专项资金管理实施细则(2014年本)》的通知',沈阳市支持重点产业发展专项资金管理工作领导小组办公室;沈阳市发展和改革委员会;沈阳市对外贸易经济合作局;沈阳市财政局,2014-07-31,现行有效,地方政府规章及文件
'葫芦岛市人民政府关于促进房地产业稳定健康发展政策措施的通知',葫芦岛市人民政府,2014-07-29,已失效,地方政府规章及文件
'关于印发《沈阳市新兴产业发展专项资金管理实施细则(2014年本)》的通知',沈阳市支持重点产业发展专项资金管理工作领导小组办公室;沈阳市发展和改革委员会;沈阳市财政局,2014-07-23,现行有效,地方政府规章及文件
'盘锦市人民政府办公室印发关于建立盘锦市产业项目引进建设评估机制意见的通知',盘锦市人民政府办公室,2014-07-07,现行有效,地方政府规章及文件
'盘锦市人民政府办公室关于印发2014年加快发展河蟹产业实施意见的通知',盘锦市人民政府办公室,2014-06-30,现行有效,地方政府规章及文件
'大连市人民政府办公厅转发市国土房屋局等单位关于《大连临空产业园集体土地上房屋征收与补偿指导意见(试行)》的通知',大连市人民政府办公厅,2014-06-14,现行有效,地方政府规章及文件
'丹东市人民政府办公室转发市经信委《关于大力扶持丹东满族医药产业发展意见》的通知',丹东市人民政府办公室,2014-06-12,现行有效,地方政府规章及文件
'鸡西市人民政府印发鸡西市绿色食品产业发展规划(2014年-2018年)的通知',鸡西市人民政府,2014-05-05,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅关于印发加快推进现代建筑产业发展若干政策措施的通知',沈阳市人民政府办公厅,2014-04-18,现行有效,地方政府规章及文件
'沈阳市人民政府办公厅关于印发沈阳市经济林产业带工程建设实施方案(2014-2017年)的通知',沈阳市人民政府办公厅,2014-04-14,现行有效,地方政府规章及文件
'关于做好《辽阳市工业产业集群发展和布局总体规划(2014-2020年)》组织实施工作的通知',辽阳市人民政府办公室,2014-04-01,现行有效,地方政府规章及文件
'铁岭市人民政府印发关于建设铁岭市辽河现代农业产业带示范区实施意见的通知',铁岭市人民政府,2014-03-21,现行有效,地方政府规章及文件
'鞍山市人民政府办公厅关于推进海岫生态经济林产业带建设的实施意见',鞍山市人民政府办公厅,2014-03-20,现行有效,地方政府规章及文件
'关于推进工业产业发展的指导意见',辽阳市人民政府,2014-03-07,现行有效,地方政府规章及文件
'盘锦市人民政府办公室关于印发盘锦市苇艺草编产业发展规划的通知',盘锦市人民政府办公室,2014-03-05,现行有效,地方政府规章及文件
'鞍山市人民政府办公厅关于县域工业产业集群暨重点龙头企业认定办法的通知',鞍山市人民政府办公厅,2014-02-13,现行有效,地方政府规章及文件
'鸡西市人民政府办公室印发鸡西市参加第三届中国国际新材料产业博览会总体工作方案的通知',鸡西市人民政府办公室,2014-01-24,现行有效,地方政府规章及文件
'中共大石桥乡委员会、大石桥乡人民政府关于加快大石桥乡制香产业发展的实施方案',中共永州市江华瑶族自治县大石桥乡委员会;永州市江华瑶族自治县大石桥乡人民政府,2014,现行有效,地方政府规章及文件
'大连市人民政府办公厅关于印发大连市通用航空产业发展规(2013—2025年)的通知',大连市人民政府办公厅,2013-12-30,现行有效,地方政府规章及文件
'沈阳市人民政府关于印发服务外包产业发展规划(2013—2017年)的通知',沈阳市人民政府,2013-12-27,现行有效,地方政府规章及文件
